instance,ordinary_sha256,portable_sha256,ordinary_action_sha256,portable_action_sha256,ordinary_nodes,portable_nodes,ordinary_llm_calls,portable_llm_calls,action_tree_equal
django__django-12983,2d00f1dec49f72d48a27ac46854fad0c1d39e6b7f41379f9de149bdec0e66a2d,1cc7f980cc05852ccb38191b044cbe5ff76450c4ddbe394eb5604a34111b2931,6782546859d3151b79f9b602a71c0dc28e53978df59640978d6a9a2c3e831cd3,d838ed4c403edf496972469832584408f67edd882cdaac6237424750c14b2307,30,30,33,31,False
django__django-13028,ba039c207b05e72550ae655c0378f6ce520ef8c4d743b65e50319c5acd3069fc,8d40f1b1a3d70d6023c404d7eec0dc2bd996056c092d603ebef26c8922b82e5f,a5f93559b05e47b34733299945121d4eb770a69062a65d01b1a7c82fffa8a084,afd32e8080dd9609be3f1ae27bc87eb70ba6ee0f6c149daff4b13a1a1a625e23,30,30,34,37,False
django__django-13158,334d4abdd1f786cf9fe7a291aa5edc6a75ae76030604f346af84aaaf7d6af680,5b511cadc243ef47492f866b498becad407433b316d56ddcf31b80b18d2bf589,cfa71d92f362ec54ec9027f96be1d97cb84cf9d6f07cc4f73c8a3f5eef4a2ae2,7aaf765dec12700e22a3dc181fa6dd0fa46c1548021794f6aa4b18157c779f13,30,30,32,35,False
django__django-13220,668853d90e6af85c55494ebc78e41dcf8896ec004c8bebc2679d7747b411b7ca,a5a2051ba7ddf65331b73a3f785b86a8d1f5b73d5f9d0c67edb2945127ec69e5,aacbffa84bbd57e38246817657d521d10a1ac65f900c4c0a125d826d17b3df42,9a875667cf69fa46a0173411f93ec2e7880d611be65b33cbc223a73b5d1ebeaf,30,30,35,30,False
django__django-13230,8a7d0b6293ab882dc74ac3432a3d5012974b95a54def60d8fa187d143535b5d2,420b7a17ac148135eedcd4586d66a8b32bb25f65032042d46a46982ff4b02c17,1d0d37c819ef67de5288171398cca14d8d61566c7604043cfba02376c48a2c3f,e4c1a00ea59975ee0c447f2cc2d73a00bc808877546af596979dc2aad26cb71c,30,30,37,33,False
django__django-13265,1ac7af291bf9def803252e6cde38d04745efcaf8f1a61603de8de19ca235fa52,6fd84a61a394f0c9ba53faf8386bc7c37cdc516f7bc1667d3d4e66247bfe817b,aabd46f6eb58063a29988bb4d276a30399f8ebdfaa782319347d8ac5468346f8,a4eb8f1694e1f3206026df522d92bcd36a1324e8620dcc4c878b147f13013cb6,30,30,31,33,False
django__django-13315,98c99d71147b3cf61d09e3cb42c79e729b4d1359dd992dcdc14b045517ddc5db,af28a7c4ffa1b86f3b4ff01521c16600d826d3e079c9986778fec35fdd9308d6,ed0ca1cffb03ba3824bf0e9e307c5956a645f482d88615eb8d78af2b988e0ef3,aa0c0e6ec052f2f5eaf689406a89751d6c5efb9983f362d0ef4093035e95e1a4,30,30,36,38,False
django__django-13321,9af3ee7180e41499c1ea40c68aee854bada26c3321c3ab04db13223ded021a97,22b06b0820edabb10e02ed3db6ef4205817c870430043349f9e581e58fc04b7e,b2bd23b79f65535cff68154081060159c15c34927d461b1fccfa28acf1ffff5e,baeafcfcd6a50a73f15b182fbcf4398c2a2afc5d1c0a212a0119c02895e1c353,30,30,37,33,False
django__django-13447,faf1c5d4acf70d165d5f5ac51721ce257ebe5099d3f17f47340a00e61f7ba977,32a29406ae491a97d57a6951db4e42d57a031a06f27d1be7f0e2c38a8b22896c,ce2570db4ae578e85cb21db6195b76daeab7fbc2ea3be0849850a493e0de9e36,62f20e3332938b077e20438c65e507105f0adf6012ea4ca252f5fcfe40d171c1,30,30,36,31,False
django__django-13551,2655649aece90c165d112665a8b817a590db6507f14441633187eb73421e83e1,c1af7bcd8cd585d5e8ed0176b7d06e197dd065257d6e6ffe638db9fdb1f53eb2,8e7b6a62a80ec12f9cdcf8d4dad11bff761a45e7e79eec0dd270ef40153f19f7,f8f7ee480b7e4c1cdbb534737f6a40de0f0841092a71f7a5d87558c4ddd8c44a,30,30,34,31,False
django__django-13590,633eb6131ef188dbca63ffb52c9d65e0dae7875ff658f7188182e3315eb9b120,4dadd049f5b9d748c0c158a3f1bb1a101ba64c82ee7c773cc7795ac687b7d8ed,990ee3f113fcc29e59a38301d2d60f6c2ab5456c849d23fd3e2cecb3d402f73b,19662c5cfb025f743277027508de50bd0a6b6ca6403b1aa39c11717de97b9386,30,30,32,33,False
django__django-13658,71077fdf55093d8043b5f46b026570fd2c4f1e24b65222d5d77b6fcfea59ef84,c65e0f9e901ca140df00a6c38740c2bad315fc88313098cd4738a31972903418,90f10431b857c6a91ae8573ff1667bc7a89e20f72f6e7e030d5eff78dfb3a2af,1cc5ee4b5efa023d80d63ad47ec5e051bc1488a6e59a5717786e9bbab0f290ba,30,30,36,31,False
django__django-13660,bd97cb85321ef0a3803a645d54e20bc5f12283714552fd0e7f03b1aa137684ec,8b3689ab6312e352a99bf13506cc0ddb1e9a090d5ad64d990f42cf2b497e024e,8527a17b36d5cb9d7d50b9c848a3431b5fc906b27daacf2533ca717754d876c5,67a9bdbcc2d2346903d4c03b1f3f7623f96786bef64b77f36f54c9536906160c,30,30,34,29,False
django__django-13710,8e8e8474065dc97537f9a25d3572387f16455ff1407baf54dee19b6222261ddf,bbb3180eec31572f6808d611ab19cbf81a6997f956708f410713355b37c37a09,b4afe7fe3334a1bd31e8631fb4102e1787a471e0ad68d1e15e82f838abf9ec51,8d2c5d14064fe413d414f94cbb9225dc5ffe58c4fc27783e53b64e04f1717831,30,30,35,37,False
django__django-13768,49f214c64374d4b6737a819e8b08c80a04d8fa6d09aa9d1fc8827ea2568b24d6,a8297924cd3719cb00e1ac3021242313ddb54175cd29ad66e120d9cc92032b1f,b2614a254a05f59cd5628e23f6da09638f5e1cdb05b3eefa664a3382213cee1c,7f92128e54e75225a0d900b404d3b695d729720091c11b5997ac7e9a0c624c33,30,30,32,30,False
django__django-13933,efa706e72860706a631c5ca6fbd13a6bb8bc2aada035972c8b7a2f71c4ac2171,e86f107ba024fa8cc5182afd65ea3cf06f7aa6528a9e2fc2954a9d93f9ab8240,4b29efe1df402582005f38d4bb820a88a6a7a144995364d0b251ad999b086b94,b87eec819176107646764aa22e54ac67c7826fc249ef437deb879329c625e948,30,30,38,31,False
django__django-13964,d6a992514c5dd97c423dc23b4ad0b9e14d28a8e0b0528011ec464ef42168ff73,56565571afc36e2e7272aa2a5ce163867596f9c8ba0fd15bcfd8a0d995eeb050,e1528f15d0d3b6dfb615f24ec797d9a65332f4c4062305a4eb565c4e18dab1dd,c3ccb962e9851165bceafd013de7bdfc121b42a1555d40c9a1425ffa082d7d8e,30,30,35,36,False
django__django-14016,0941828ff61acde07ecd741975a442d434110af641e6e678b6708e1aab0d8744,44c2a4e825acc560843b2bd95bf81d1655346b7833ffa9c94039119ff1515dc5,f48512c75e14155f5b08705c8540c51282721928ded56fab77605c6a741af689,3a6fd2fae256851c8deb86809b49311749f8f817c0624b4b4444914af966ee63,30,30,31,30,False
django__django-14017,43a7d80a5d1cdd6fe77d74278026f2d851b5d068daca0185eee81341ff912c8c,e11547e3f8d98e51fbe9ef8fd147f4edbe33dc0d4c46d61041c74e827183bee1,cbe02c0e31e4230400415f1547b28c1d240133f42f99517481794f1d3122ba4e,93ec7ef2d189fb8ca1fa0f4c165391a410145599093d36f46a9e323ef8ee2c42,30,30,30,31,False
django__django-14155,39d99dba117083282e438e6374afe57fd8ef6311cc2385d6e5e320e8990dcf07,dc067a6c62323a368239027a8fac395726fc79fce37f4b41977658acc46ed065,f9d8cb3d0cc9a4463db1be96210e7e8596629bcceb4233d9d9d6836a4534ac22,ad752df63148c44d71bd83f1bd5de9c049a4d2acb0952ba7dbece926a1b3d370,30,30,32,34,False
django__django-14238,0e02231b697a1f672a49e4761495c14a7d2be1abc5aba7de45f752c18215f99f,c7ecb081dd18f7ccc617a3687f844660cec175449d1e528b4404b7dac41ee609,aea558e82f91663d531d049c51db7f0e033a60856443119b5b9c84d70158c4e9,fbf32fb2c4b9f9653dfd045e1010d00d30318851e809612334449db6ed54f579,30,30,32,29,False
django__django-14382,8e1cd0f5a519b2e8c57ec51e73857cd28e130a0755d6329ecb854ee60c04067c,67c709af93b54c926bd49781d53e4af54f4128be57e961d71a5f821c2762a987,348ffe806be0eb535f0c79ced6c7d64044ad2eabecbdcb3146b06965cc705413,ca06ecfd1fe852fbcfeee0e3fdbe37cb0f86fafadced8c7c593bb671ad549120,30,30,29,29,False
django__django-14411,2f3aa54a8624ee0631f5d70b8590d6cfe489e36a2aa82453ee9a64e9cd0c2ac1,ac875996b6fd47b37cf78d615a4d2d5ba3dc7edb347d94f45af8cad582c8eff6,17f5e69bc2c9b1a9a122bfb1bb7e721ce6d15fdf50cd8f7e7f6494ba777f36ed,ca04cb5896bf2689c42df96f87169dc2f64b87eec35577d9173038f5a32234c0,30,17,31,17,False
django__django-14534,f81109093a79785c39dfcd2d66d55efaf6b3e7ddb4275ac3d7566031423fe6b7,20c281c4f177c4bab088537b013aaaf70c753c7bb16a3e718a2bc112280bb8f0,2b79618ab1cfeabbaea79a4edf3c524156677758833ebf6187c1a9e7b6ff6095,da5474c6416a5cdc7082f3c50162ea4e3c7a358c7f09315253f6c0dba571c538,30,30,33,34,False
django__django-14580,57c495ea930209dbd532a26c43f59ed43f00c7a75171a3b874298d8cd15570ac,c8ac18bfe3efe1f478782ade8dab2a8ee240c87c3ae4908f123507e73997dac9,71f9b230dd9fc0338487ca2dea18bb808af0d3609ed26f87fbf6d869c833eca0,2857dfb5ab75483d765fe13c7867d250bed1d7566d636a0cd246b54c6b508e3f,30,30,32,34,False
django__django-14608,d35908b2226a660641e957774e49fc64d07845021ac5d1e17eb5fe906747a19a,7c396c14c236f86837848247ee7031ca0b83a056c5b7250d02c50ffcf39d7516,28e99dd427e5df5bf3f88f98d0ea94e8063974a6091e87ee696a8e2c75f115e4,f882c392206e2022f95c8a4f0c98b6b7c8137084d62db5da26533ef9ae5a0921,30,30,37,36,False
django__django-14667,fd4fc2e2bbee4d335d8b6925acf43799a69470e01a0931ef8830646892b4bc65,7f97ea36ab1d6c19fa276eca60693ee07c7a04c0431ba177673cd6eb92558872,c1e316590980eacda8a456fbb617f9135b4e324d51e6cd0c68f74865403ad362,f089d262cc04553e9f510c01e0ba7ff2aa6568eb4fe4eabf73109ac40fc08afc,30,30,33,32,False
django__django-14672,29f166040b5eb6046e5ac075e7bd0bda867168edae3bf7cc8bddb08fecda3136,7e2d71f42672973c072f48dca8136b5213d58b11556c50b40665891b2e485eef,22b7bd4b6ed5e997aef8d1903e304cc8f83e14da12c728827484b2dfd5cc7cb7,a3ab1cb6bc93d12491fc839ca98240590a6d85e3ba9d388edbc1069ddc44966f,30,17,32,19,False
django__django-14730,fa7c68c25ad785ef7826525a74df13627431a981da5efef91989fd9de2f9e57c,2b40105c9de676968ef8dc999ec2c8911d9e45e48f10a45e9e699fe37a3369b3,e1ee6be6d33955e2331f910eb7070fb29cdc7e60fe8fac3e5609f8d8be619843,2dfa716a05dff56968d0b27cf8418d872ad0a4a187e7a3186a7d3fee83cd1f29,30,30,35,32,False
django__django-14752,020efa3446ecf6d04555dd4b341a8f3025328c8cdc4dee67263c7dd3bcd98f90,b7e04825f9b95f5ac0e83b5e837d85f18ce3a23ea02c576c482aaf047cdb140b,52a77c0e2526d6fb42e93bb48cb91df328a960dacbbdbf9a3f40a7a23ae3d4bd,8c05416b677d330fefc6c5a56e53b2848ff4d5472728c1e9938576810ac6d4d3,30,30,39,29,False
django__django-14787,0f69873d538d599c2c062fb4a8136d773a386c0d54a5e6a10870118acfd751c2,2167034218380da956f634389200eefd2f3876a2547b91390286677b6de808fd,7ccce768f30d3c04f7f5f22302bf5bfd57b6d4f55d4000ba9074dd042a153a14,829a797f4451b08db7a8fa02efbf7865da5e48592f35cc1c7de33bf99bddabed,30,30,31,32,False
django__django-14855,96bc93e9da892887f079446222a92d31c21b673b255f39c8cb3eba8ba18dbe17,8426bd2c095cfbac637c27b230385595803a6e1ac93728b7274b27f19f595e97,5e599e56d4503ca34d24b2711639801869722fa69addd284c8a00a9f94233d33,67ea465a6995412b1495dfc4133747906b735f8364d38546645d40f879750303,30,30,31,30,False
django__django-14915,3e930cd17200a5d166ab49d76ea68de8d9a83391695f15347e471be0f93dab36,b88c942376a8ec6d1035076a42bb822c40fc723f2df0e08ab8fb466592bb34bf,e004265e4d8d217902d8bad26f3a46cc13fa3572c5667fb66fe285ff2f9e16ec,94949ad554c56c33d45e18d777ecc0d0bbdb9a1c3c119ee09f28bc093ff3346a,30,30,32,36,False
django__django-14997,c9361fab53c2683fdd79ba02b18188569a82f47961a297c35aa4c5b62acf249b,0acba347b40bfd4fa5047ce4a4abf74bf4c01a34820c253b4dfeb5fb482d5fcb,3a08949d417a0fb7da96baa5666405fa56b0b4671e061d3bce472b88c0afa95d,d1fc1c372f919d9f4257420bd21abc64fbc3cf671959b3068a271df7756a8576,30,30,36,33,False
django__django-14999,893e5fcae17863d4a0484c9a27a40d8411b333f9864392fecbff257200bf715b,173ff5529ed8772d2e92cbbffba0af0ed869c0d011c1f698620fe07286fa0e47,8242fc0dccc6ff099b97cfc42d207a604920f5c81ecbce0b37acd4ae260b352d,3e32f3215d3b2bc3ec7f32c42c877ac5234d86142065e06e2f486a2c2c2791e3,30,30,33,35,False
django__django-15061,8319fc89308ad4ca85064fcded8fe2a6dc0fb62f8b275ac798876e9b98a4d8d0,69bfb0545d1478ad0a8ce56bd88c5a0ef3980650e493b34c8a046530b75645c3,c52e228632b0bdc182e24fd9353ccb6b48735292a0939192e3116f94498cb35b,25f7f8146fa8e46f149dcfd8904dfc184f0ae7ffda8560670efa31d52f56c82d,30,30,34,34,False
django__django-15202,ff637e056b64d9340b873b0c0adc1c801a33a22242d5e28b918e283d72a27d5a,0c3ec3d947fb124802ee86e957e56a94aaa6a86d1861420b95634187ae6ef652,32a9cfc42e4ff0f65ff917d3b362da955471e15a3d426bef79a86616943ac847,a524e11a5936e48c423a56f8be74222b7769e24f74510a375171ed1da3001f61,30,30,30,30,False
django__django-15252,dc0dff21999aace60d2d4065483b2f3112545149036dd83671a32236e7212674,caeea45046c5958fc405e4e49aa86b7d8ca3753334681eb937b1c44f737880fc,ceacc8da1824e88805e4282e099208998038a7459a5e60871150de366995c0a3,1ab615f3b5efae08e4ef3dfbc02accd89445780700dcfe84f8e2b207a9767ab1,30,30,33,34,False
django__django-15320,0c33389f1ebb606788bceea07120a54cc8f726291f3564ccbfff1f8785600dd5,a164a695cff13954232c158d6b5ce0f2e8479a53be375d27598a689623a75be5,06d7e1e0db795e892c61a1ae3f01e97c65886346c0f4ee4a73a10633f9da1987,70eab43f7815692865dd8b67fd8d1226a568683186e8b07a20cbbf50ccaed4f0,30,30,34,32,False
django__django-15347,d632a78aa7a9c404f0b11927bf4aab6c02fcefbb752d642f1c2a86e7640ee725,352dbf2df37d74ea78c718752495895b1a1d3b2679e337512a5f107e29649f8a,631fcf02bbd0f85e4de1a1a02a6b3014927aa9466cceead123bdac2df5948f22,332b4e0d8fef97e68b5fdc11f6f0144acc640287f5490f21443a4ed383b44726,30,30,29,31,False
django__django-15388,383362870b2d0a1d5da5ab9e3bbaeb863cacc19d5d84d08eaed2909675ac22e9,1d7b8fa0f2559d0e5c3d5d8f0568734ba8a34cd4b31256d0f14bf08b4fe89242,cb51725dc970f3d9f89f078e3fd27f9b7f33c8ff0920542e4cd7c28174bc16c7,1577f6b961144ba9683996a4b8ca8fa14c4a7ee70572cc27130e6931fa92110b,30,30,29,32,False
django__django-16820,96d6513308a3178c343691b8dd49f2039fceef40a815457d61f070f3a3d23823,86e46e3c3145cdb35805ac370f595d6efa1a017e05168ed16cd96eca0456d845,98a1525593c2f41e524cadcf2c3f110390f0d70e178575d6a9ad9678ac38d6dd,f9cff48c5834d0c22c9732a699db912563e368c7e0f5144d0ff970dce5e577a0,30,30,35,34,False
django__django-16873,f554729c410ea052593ce1e9b05ced6ca5c24fc19b8f01927e2a80781587af4e,735a8aab9228923b450ff6a90051e7ca3f3e72239be020ffb90ab5a1a689f0d3,8add7e75b40ea4514adcd01f4fe964a07d2ee30935e3d5f3271e908ba1567e54,3aaf25239fde4dd80df42bd628a34a9d83459924387e47b58913dbc43aa1b77e,30,30,31,30,False
django__django-16910,1e60f30daa6f890c50b80398919221e4929c29ea344763cfe7ddd1394bed5036,2222c527d1ee9e5626d76d213da11cc4e0b5448af850defb9c321fbfcfb64c92,71c2b048f839ad4d660c4b18c84f0142a4ba7f6189ad6ec9de422c3d140f087c,3d31d7c2d488919989cca4bd3ee0fac10177f24dd93343b9c7c6a1497040a6d1,30,30,39,40,False
django__django-17051,41ff8b1a04a038f25461c0eecb153f43e1df187087313d3c3ffc1494ffe4248b,f91858de30802b22d067988985417e995443784c31602f08588fc00a450ec3f6,8909f788022037c6c22c9892e770a88aef001154f0c80e11c13ecb5fd84ba380,56afbcb4375c3110a09190fb81506d884c1a016b21f60cd8fae743a7e985c602,30,30,32,39,False
matplotlib__matplotlib-18869,210e2dfafa566242868abc3a1b2eae974c73fdb618d6452a031ad0f643a0270f,5cad00d79b98556283ee694bddc1d0799c94509f24cb74f8b020c12113d3fcae,b0fe9fbb0e6b1e8e5f6cfcc885f32ea2bb9e16dfbbcf0ade2f366bd5bcc3bcaf,8eca3ed9e7e324891225d14f5851bd14e0dea0cf04d4d77a91195ac3ed6eae87,30,30,33,29,False
matplotlib__matplotlib-22711,c8350937fed9deb20f746d79ab89683b77b3cef8adbc3f37c66addc2da7ead6a,10346bf6d87cece9c47404ebe4c28f0a504493d2e5206f61555d4341ca288ef4,f25247569f28603f848fc65ff9eac1b9aa1e6d2698326504b9b9928d51810711,f266ff9996b4f35d1f9dd20fc9cc8ae74dfd09eca4814ebd719fb9a56b1f8e32,30,30,38,32,False
matplotlib__matplotlib-22835,97a6978deea7be8284027d96503cd154465c4b290a2e6dbb4e09ea3f43ca1f48,db3a127dd0851fe7294b57322cc07dfe9b1350038c1f7dac8281ace6204af939,a7a808497fe785d88a13f577e217bb3696a5e9d01528b1ca880c4b5b3f0b4734,9599d384ede5da8643b2d5085ca2c5a65ef4fb4f13aa18ee077d0e65e244f1b3,30,30,34,32,False
matplotlib__matplotlib-23299,9d002f954ad117f6ebf895944cd69385abb1e518c68ee67288af4e98de4d060a,6e5a581238a0790368ab33214b5decd6c2bbada504fbdc6726ddb1c30403153f,cf639b233a85d19a446f220f43f4f23f978cd7f5d762ad888f1a61962ae0a75f,0958aa97b176cfad5e5ab990df8b20f8a6a42633468c37c4b51b27724543a37a,30,30,39,35,False
matplotlib__matplotlib-23562,e07db2adc99c1daed66369a52f4edc78f85c7dafacf4cf6f2191ff0aa26d82fe,1e128f0d461d634b39259e4c080ebab72489de19a895e0f47fb2b68fd7be4121,7820c8ac696f8f1d29eb2194e531a89407ef504d132cd3d83b3e1c18976b8442,96208eaef2ad1c25160950a5e7386f7617d07fa9bf455e7e95cdcc0c2b295e69,30,30,37,31,False
matplotlib__matplotlib-23964,49585a2a251ccd5a0323e049b79fe9bf73e6edb2522f24471707f19548bbb15a,d4bb9647b44ed682b9bff2899a5340340939c8d89e077815dea3ceaaedb8ff3b,03e7eb96b07c67d8de165e5d0d2118502b89f7356a98173eb2ec543e4a4e9dfd,2b7c8e0120a4edfa492b251f89d469791df6e974eebfdcec411cc5ce32a7b45e,30,30,40,29,False
matplotlib__matplotlib-24970,582c546efa566435cb9ce6ea2de961b7594e3b75610d3fc2e4b22c0abf0bb3d4,c44b821397bc85b7d91a401cd0f0f47a1198ab3f80e284c5bea5f8aa745d5021,7e103e0fca089c2b564f7db243caec3ad106e2fa36cf17637dd27ff47dd9f5c8,095b16de40eb92a208b4f61c844d02c28914ec7b665d9dc16287be53499de6ca,30,30,37,35,False
matplotlib__matplotlib-25311,f55dab8c231f98e65528b8ea87a5e6e33d04b2c74e5e63b6885a8cb73b0339fc,ceac2ca55cef2b1a81a7f5e3b05fb2d3c94047d6a90858c1539f241b30e0ed62,5db572cadab702aaa67f2ac580333c047438cb172411d6349fc4c202014a3af1,9687b381477fb28aa8fe864275d0ac876f8301827905c429084da46f587ce757,30,30,36,41,False
matplotlib__matplotlib-25332,e1c8587c3b83ef53628096600d40b507ee2737f69472965f307839f9ce912848,b51ee2978b2a744b1d605f3f23fa18f781106278382e99e4cd7297104cdfba56,92b601b5fc1d4585dd9f9acfa6d5913a9d5fe15c3fe20e85546990d83c354aa6,85e54801a46bf035503ee9ece6cc97a669c10217ffb8b8029900a96c6a7ee45f,30,30,34,29,False
matplotlib__matplotlib-25433,719620040f40f867f1bab78111bff0b489be29f6d7ec2ffe1855a2daf5ce42ba,ed1e75f6fa752fc8ae7d59926ccc94aab47ccc247e626d4afcec1928246aa556,282fc44b98c3a30fdcb090aa9e3e57708cd496797694d6f4244d153b3535dd50,a186b57df750061ff380f06f7b7999ede67000c56a48d7bdba78aa2023092186,30,30,35,34,False
matplotlib__matplotlib-25442,4ca107146c3f50df93810081de1df17d4cc17706492be40a0afde38f7e691b43,2836a62cb3207eef3a2b3be8e7513bbdcf748f5f38b0e505d5280597651988ba,a2fe75d26a82953c252ecb5b0546fbe69ca14ac678a2dcd38440812f165f53b5,54a0023e0e3cb45fd99ca35053211291d21520f45e9aba302977177ad3cfe71b,30,30,33,32,False
matplotlib__matplotlib-25498,5852e288dc00bd7c82c33b5b693ce977f9925a39c6c523ef3ee685fe69e757cb,5d7d49a6d4b0e6ac220c436d24c01ad8b055535b2085fcbbc6b99f06b17d1161,4ec7525fdc15f04ffc8d84d3f66a1db77e7f690e5b07369337a2cc500149b584,153debb8f412ef34987488fb4a7fc18908992559e88146dddf0cf25ff82eded6,30,30,36,34,False
matplotlib__matplotlib-26011,5655518da21d09db9112c9ba0f8a4780a5fa1ecefb9b3de3245a27bcd8802184,add445b133599a0863fc0056237999165ed51bfec69272c2b0f671645cf0bb1a,e8f89d7814c14be191fb7111a078bad4f1473bedda075c5b3b0daa45063f34a9,ca5fd8b01b5c24e67e9cec96c42f6c35bba223db00f8f2e1e2a712ddd4da0359,30,30,38,41,False
matplotlib__matplotlib-26020,e82b088a3dab1208ea465d7780c9614b2d7b15ed492dee9aa9c5c5c280986982,8e5361388ecb95087f4e62dd64fb1ccbd801ffe201c6da96905d4a256adb5c94,635504bd06b4bbf0f6865ac8d3ee1eed613ede615c037a3c1e2eacfb1a3edad9,a12e6f86c27fb63c54cbefc3354c586267d0a0bf5d0e1557e86cf6a8f61f4d97,30,30,34,32,False
mwaskom__seaborn-3010,3407ee6936ad3443f10bb560f4f8816352f34b144f1cd07286719235b6cb07f8,eb48f959b963edbdbbda5127b8bbe551485b46f64b3f187062bc2d3215dbc1b1,4d6abbc2c99c87b0ea1db6f382e07f169a96c0dde64a1c8029197850f97c98e5,8e246352a325587c5ea628046e2334dca88bd2d5a608b88a63b145437ce67c66,30,30,32,31,False
mwaskom__seaborn-3407,7e8c23e0ac900fcce795c42a117aa9f44daf6714257a05baa4bdd2e144c0daa2,d8264c344a7a005caa284d6cd86d98ed5f2a906d72660e1489c601ec727206b9,f37fd5e88c6369f8d58799a2f4f310a9f55820c4da21eba974fdca43bf81fc38,fd1d67044708a3dab6f3767dbb9231d6082c35d8d6bab2562c13eb5d6c18955b,30,30,36,42,False
pallets__flask-4045,311638e8d2b9745bfb452e9b79a2a8d2fbde6226b252bd6325be2567171acd46,a0d1cedb94d6de95d36956580e625e081694c47c3bd46686cb78887738e48ff7,fe92b35899c73839e3c0bb33e01d9f892cf37454d137230de94f035c11a1c6ae,5d27f7ccd1932f25ec5e367b41e61311d0cbbc04847c00b2fa7812eccdd98ce4,30,30,32,33,False
psf__requests-1963,9c6fccf0d9a30c652ec9ed20636921e4a5d3ff161028cfe04545df1164fc31e4,53b6de48d274bfb97c5018e8e5c4fa868fb3c91bf52be06efdab081f111a9b09,bc9345ddd2e5b4c3fb186592e7e3ab2cd4affeae2816b758a745c5334168a4b0,b42273219bebeb69723193a698b5c3e0251ebc584f0c6d5a6c83b8773cacb6e7,30,30,32,31,False
psf__requests-2148,d0d6ed3c82d52eff6b194801c88e6a4567401ad67f6f0af8992bd6525bb85f5c,574fa94e4be68fa3fa46cbef8ca3c12e9d5c2bd0c56d31b9cb2b9d04f87b19a0,325187b36b4094acb94f7d3fe45b5d05650d9e4095ec8f734b4fa7da5eafe961,6fc628859fb45b7b1dd2cbca5580b6f73993469e28bb243a71a9c3e0e4db86a6,30,30,36,34,False
psf__requests-2317,342d3894826254341c4b90ee75e5b1915e4ec3534a842694261a435729d0197e,607ff3f9f1dd01ba611cf450634e83912cefc8da288ed94245b1ae40aab2ee4c,f9841dd09893351f4cf80553597ac668f0537deaf0891ef272a7fa32964ec5ca,85d7dda7db9809e64783e022512ce1a9222b9a0688caf3477016286cc0c5d114,30,30,30,30,False
psf__requests-2674,710bc1d410b018d322baf01057ea0974e2dfdb1fbee43543add1cd7b89edc791,db2423a16eb00251dbdefe24c0e319624d55e84dbc3b9e5c18b25564ca1017bf,321916a3a7b881e24f4574c81488e4e55774062d04ee84e7de65c1d336336b1c,96cfd7d4dd98473f868a3cdb307ad602eca4783965514ff3f48a9b5c10857445,30,30,38,32,False
psf__requests-3362,81f54821b89ced78cd902fa0ba6bcc77d34ccd53e1b6c018a987f973b377ec0d,e0d845f6a461f33a5e56dd483acf51e58422934fdb6df8d80ea48f7dcb984e9b,a640d373727038a9d2f84ef37254efa658fdf350ab58665bb870da6a3e3e38e8,e39a56fab852ef365c3179eda819683070a131806aece6e46722a8d7cc92b330,30,30,30,30,False
psf__requests-863,7460b7c980b7887927d53636be1c1d66003721ac68371c190797a61094416c6a,70c6ef506c45050fcec0fed2a10876a20bfddf95da80c32b338370fee6bb99e3,a23796f1407f55b6cd2d12400f1cf2f1199d06acd96c0971fade0ae5764ac41f,6e88f719a87ed986cfc221db8d3691ec39a3fb7da8044d5fbb54b8a0f914050a,30,30,34,30,False
pydata__xarray-3364,648e58492b53b352251dcf6f1be22024936bf781c608606536038698a48e2343,fbaaef76bfcbd16bdf424e0c794623b17c69fa90ea098ff16ecdd76182270635,e456f250e4a72bb902e7cfbc61bf6f1b429f02ea5303ec868a6b3ad4ec9aa7bd,313a32d4fe48ebdd8f735d7359050a4d11db0f753ea1b6538997ff114844e22f,30,30,40,33,False
pydata__xarray-4094,4f9b026d97e7c66de5e1fa3d857092e2a1db47f4ff6b0ceee13645aa94959f23,5d083b7754c584d2f5b412b218c880f5dddbae04ca2b17e39f8c0d276a5638a8,6bfba4a7aa9cf2eadca8e65e17380a8056028f68f3ce625ac8b83cdaa354951b,b939712f4641cd00b80b195c241919511d7ac612885bef56f8c51a664ee148f3,30,30,41,34,False
pydata__xarray-4248,35d4e939653bfec6deb5b0a90dc563cf5890388121b21255b68b116c6f603f90,9021bc2d2d81ae3cf71ee868a012207e691f1a18cf3a6ed33d4495752a182908,18b9c0137cf9f2207713bb6068ca89e2027b3588ae9fe96b717233c2600ccc42,c2959f5ad039eb0d73a674071965a150f2087ba3bfd53beb7ac63fffb434e1eb,30,30,35,36,False
pydata__xarray-5131,1ee49d52a357e69a6312c004f10337f97a3251b57393aa813a6a69754d38281f,49493005ee9f91d4edbf5be2267fab6bc8ebdadb92c07f4ea7baeca5a10f9fd9,817ed8cd1b0b79f403a212a0b3fafa0e8007dd851362ccb3eb32ff46ff91a6a8,d984d7e02fbe475a58d831d59c5b001ed0ca44a12c6bf7bd8aecbc9e6801552f,30,30,36,32,False
